Early embryo	Middle embryo	Late embryo
ENSMUSG00000033107	ENSMUSG00000061887	ENSMUSG00000069671
ENSMUSG00000018931	ENSMUSG00000064563	ENSMUSG00000004814
ENSMUSG00000022864	ENSMUSG00000083044	ENSMUSG00000026395
ENSMUSG00000020474	ENSMUSG00000039910	ENSMUSG00000038879
ENSMUSG00000063846	ENSMUSG00000038116	ENSMUSG00000004609
ENSMUSG00000032745	ENSMUSG00000093459	ENSMUSG00000087698
ENSMUSG00000058807	ENSMUSG00000061486	ENSMUSG00000078127
ENSMUSG00000081965	ENSMUSG00000083080	ENSMUSG00000027871
ENSMUSG00000085755	ENSMUSG00000097907	ENSMUSG00000063286
ENSMUSG00000079239	ENSMUSG00000035704	ENSMUSG00000085912
ENSMUSG00000093823	ENSMUSG00000035697	ENSMUSG00000025804
ENSMUSG00000048445	ENSMUSG00000083405	ENSMUSG00000086822
ENSMUSG00000040414	ENSMUSG00000097764	ENSMUSG00000029605
ENSMUSG00000096802	ENSMUSG00000031586	ENSMUSG00000097208
ENSMUSG00000079457	ENSMUSG00000097935	ENSMUSG00000036570
ENSMUSG00000091199	ENSMUSG00000020037	ENSMUSG00000049130
ENSMUSG00000021461	ENSMUSG00000097519	ENSMUSG00000059434
ENSMUSG00000097913	ENSMUSG00000097674	ENSMUSG00000038173
ENSMUSG00000098177	ENSMUSG00000069272	ENSMUSG00000049103
ENSMUSG00000091842	ENSMUSG00000044702	ENSMUSG00000060180
ENSMUSG00000034768	ENSMUSG00000031917	ENSMUSG00000026514
ENSMUSG00000080530	ENSMUSG00000023345	ENSMUSG00000032773
ENSMUSG00000018479	ENSMUSG00000030867	ENSMUSG00000032561
ENSMUSG00000058883	ENSMUSG00000085355	ENSMUSG00000046814
ENSMUSG00000021054	ENSMUSG00000097335	ENSMUSG00000048790
ENSMUSG00000089652	ENSMUSG00000055951	ENSMUSG00000027073
ENSMUSG00000034532	ENSMUSG00000062867	ENSMUSG00000044043
ENSMUSG00000089763	ENSMUSG00000043342	ENSMUSG00000032556
ENSMUSG00000026755	ENSMUSG00000076214	ENSMUSG00000041468
ENSMUSG00000082831	ENSMUSG00000032044	ENSMUSG00000085672
ENSMUSG00000025228	ENSMUSG00000087685	ENSMUSG00000070604
ENSMUSG00000049339	ENSMUSG00000029386	ENSMUSG00000086564
ENSMUSG00000054469	ENSMUSG00000097030	ENSMUSG00000036216
ENSMUSG00000081101	ENSMUSG00000043962	ENSMUSG00000079014
ENSMUSG00000022818	ENSMUSG00000079144	ENSMUSG00000096596
ENSMUSG00000083300	ENSMUSG00000028484	ENSMUSG00000017300
ENSMUSG00000025171	ENSMUSG00000000568	ENSMUSG00000020218
ENSMUSG00000072255	ENSMUSG00000081256	ENSMUSG00000019945
ENSMUSG00000094125	ENSMUSG00000097909	ENSMUSG00000030739
ENSMUSG00000049792	ENSMUSG00000064451	ENSMUSG00000051747
ENSMUSG00000055704	ENSMUSG00000044362	ENSMUSG00000074006
ENSMUSG00000094250	ENSMUSG00000085788	ENSMUSG00000060422
ENSMUSG00000020038	ENSMUSG00000086342	ENSMUSG00000026946
ENSMUSG00000097202	ENSMUSG00000081086	ENSMUSG00000041481
ENSMUSG00000095030	ENSMUSG00000037315	ENSMUSG00000086363
ENSMUSG00000024077	ENSMUSG00000078160	ENSMUSG00000094686
ENSMUSG00000026466	ENSMUSG00000082044	ENSMUSG00000068874
ENSMUSG00000068129	ENSMUSG00000084998	ENSMUSG00000073490
ENSMUSG00000022504	ENSMUSG00000097450	ENSMUSG00000031253
ENSMUSG00000083227	ENSMUSG00000021597	ENSMUSG00000090555
ENSMUSG00000090737	ENSMUSG00000083898	ENSMUSG00000027224
ENSMUSG00000084152	ENSMUSG00000082110	ENSMUSG00000031385
ENSMUSG00000095344	ENSMUSG00000038526	ENSMUSG00000079362
ENSMUSG00000085300	ENSMUSG00000043753	ENSMUSG00000022494
ENSMUSG00000044502	ENSMUSG00000056043	ENSMUSG00000028396
ENSMUSG00000039164	ENSMUSG00000031095	ENSMUSG00000044708
ENSMUSG00000006301	ENSMUSG00000084113	ENSMUSG00000005864
ENSMUSG00000026125	ENSMUSG00000074283	ENSMUSG00000055078
ENSMUSG00000020865	ENSMUSG00000087522	ENSMUSG00000042045
ENSMUSG00000022760	ENSMUSG00000066551	ENSMUSG00000025754
ENSMUSG00000090578	ENSMUSG00000046550	ENSMUSG00000030317
ENSMUSG00000081586	ENSMUSG00000083250	ENSMUSG00000097789
ENSMUSG00000037593	ENSMUSG00000028790	ENSMUSG00000078252
ENSMUSG00000072492	ENSMUSG00000028760	ENSMUSG00000087593
ENSMUSG00000066440	ENSMUSG00000086442	ENSMUSG00000040747
ENSMUSG00000068117	ENSMUSG00000090602	ENSMUSG00000044694
ENSMUSG00000020659	ENSMUSG00000030225	ENSMUSG00000073492
ENSMUSG00000007646	ENSMUSG00000031861	ENSMUSG00000068794
ENSMUSG00000083893	ENSMUSG00000007989	ENSMUSG00000086129
ENSMUSG00000026457	ENSMUSG00000085998	ENSMUSG00000048483
ENSMUSG00000090475	ENSMUSG00000080914	ENSMUSG00000035031
ENSMUSG00000001444	ENSMUSG00000079380	ENSMUSG00000030237
ENSMUSG00000039384	ENSMUSG00000069301	ENSMUSG00000046561
ENSMUSG00000022807	ENSMUSG00000094177	ENSMUSG00000082287
ENSMUSG00000043998	ENSMUSG00000038902	ENSMUSG00000083213
ENSMUSG00000025202	ENSMUSG00000038379	ENSMUSG00000074001
ENSMUSG00000021797	ENSMUSG00000096999	ENSMUSG00000095385
ENSMUSG00000083281	ENSMUSG00000054764	ENSMUSG00000032356
ENSMUSG00000082301	ENSMUSG00000083830	ENSMUSG00000078144
ENSMUSG00000022545	ENSMUSG00000081805	ENSMUSG00000097556
ENSMUSG00000086716	ENSMUSG00000078784	ENSMUSG00000066363
ENSMUSG00000092609	ENSMUSG00000022322	ENSMUSG00000024411
ENSMUSG00000020527	ENSMUSG00000029516	ENSMUSG00000029299
ENSMUSG00000083797	ENSMUSG00000071533	ENSMUSG00000097838
ENSMUSG00000041358	ENSMUSG00000020091	ENSMUSG00000040543
ENSMUSG00000071818	ENSMUSG00000002486	ENSMUSG00000051682
ENSMUSG00000091373	ENSMUSG00000094090	ENSMUSG00000030157
ENSMUSG00000085815	ENSMUSG00000084413	ENSMUSG00000095654
ENSMUSG00000020308	ENSMUSG00000080845	ENSMUSG00000029212
ENSMUSG00000050545	ENSMUSG00000032077	ENSMUSG00000056054
ENSMUSG00000024182	ENSMUSG00000091900	ENSMUSG00000087204
ENSMUSG00000033966	ENSMUSG00000081321	ENSMUSG00000041324
ENSMUSG00000039224	ENSMUSG00000098142	ENSMUSG00000049928
ENSMUSG00000020806	ENSMUSG00000087542	ENSMUSG00000027861
ENSMUSG00000024146	ENSMUSG00000070421	ENSMUSG00000038917
ENSMUSG00000045053	ENSMUSG00000093345	ENSMUSG00000037139
ENSMUSG00000089791	ENSMUSG00000082587	ENSMUSG00000001020
ENSMUSG00000092006	ENSMUSG00000081289	ENSMUSG00000093773
ENSMUSG00000022897	ENSMUSG00000097148	ENSMUSG00000097535
ENSMUSG00000086327	ENSMUSG00000084193	ENSMUSG00000042244
ENSMUSG00000055024	ENSMUSG00000085870	ENSMUSG00000015947
ENSMUSG00000022556	ENSMUSG00000091393	ENSMUSG00000045322
ENSMUSG00000050468	ENSMUSG00000025591	ENSMUSG00000026322
ENSMUSG00000083319	ENSMUSG00000037477	ENSMUSG00000014686
ENSMUSG00000019809	ENSMUSG00000031949	ENSMUSG00000069874
ENSMUSG00000009566	ENSMUSG00000096655	ENSMUSG00000074798
ENSMUSG00000083589	ENSMUSG00000046997	ENSMUSG00000036655
ENSMUSG00000054036	ENSMUSG00000078249	ENSMUSG00000035875
ENSMUSG00000018160	ENSMUSG00000046806	ENSMUSG00000015829
ENSMUSG00000020818	ENSMUSG00000066643	ENSMUSG00000050103
ENSMUSG00000095197	ENSMUSG00000033307	ENSMUSG00000047898
ENSMUSG00000074973	ENSMUSG00000036834	ENSMUSG00000086773
ENSMUSG00000009115	ENSMUSG00000091185	ENSMUSG00000029254
ENSMUSG00000020801	ENSMUSG00000084216	ENSMUSG00000078122
ENSMUSG00000025178	ENSMUSG00000081721	ENSMUSG00000065480
ENSMUSG00000036097	ENSMUSG00000031928	ENSMUSG00000034151
ENSMUSG00000086474	ENSMUSG00000030677	ENSMUSG00000005045
ENSMUSG00000027490	ENSMUSG00000030752	ENSMUSG00000036198
ENSMUSG00000042364	ENSMUSG00000053289	ENSMUSG00000090665
ENSMUSG00000082327	ENSMUSG00000021139	ENSMUSG00000018750
ENSMUSG00000081990	ENSMUSG00000036639	ENSMUSG00000039217
ENSMUSG00000061589	ENSMUSG00000032621	ENSMUSG00000066319
ENSMUSG00000060733	ENSMUSG00000083221	ENSMUSG00000030711
ENSMUSG00000022518	ENSMUSG00000062937	ENSMUSG00000029878
ENSMUSG00000039220	ENSMUSG00000033931	ENSMUSG00000038521
ENSMUSG00000024906	ENSMUSG00000037103	ENSMUSG00000078307
ENSMUSG00000044320	ENSMUSG00000080774	ENSMUSG00000028111
ENSMUSG00000026767	ENSMUSG00000082503	ENSMUSG00000017737
ENSMUSG00000021009	ENSMUSG00000085445	ENSMUSG00000030921
ENSMUSG00000094151	ENSMUSG00000090191	ENSMUSG00000001211
ENSMUSG00000045098	ENSMUSG00000089248	ENSMUSG00000020490
ENSMUSG00000081904	ENSMUSG00000093908	ENSMUSG00000071177
ENSMUSG00000086194	ENSMUSG00000091474	ENSMUSG00000031376
ENSMUSG00000053113	ENSMUSG00000082829	ENSMUSG00000022439
ENSMUSG00000026667	ENSMUSG00000025507	ENSMUSG00000031026
ENSMUSG00000085079	ENSMUSG00000097914	ENSMUSG00000045545
ENSMUSG00000026450	ENSMUSG00000022686	ENSMUSG00000062148
ENSMUSG00000021384	ENSMUSG00000005410	ENSMUSG00000027983
ENSMUSG00000034758	ENSMUSG00000037169	ENSMUSG00000050967
ENSMUSG00000075227	ENSMUSG00000066640	ENSMUSG00000037031
ENSMUSG00000071636	ENSMUSG00000040928	ENSMUSG00000085872
ENSMUSG00000017686	ENSMUSG00000082186	ENSMUSG00000029352
ENSMUSG00000082145	ENSMUSG00000086340	ENSMUSG00000020475
ENSMUSG00000042371	ENSMUSG00000041703	ENSMUSG00000059900
ENSMUSG00000051344	ENSMUSG00000081476	ENSMUSG00000029683
ENSMUSG00000085509	ENSMUSG00000085402	ENSMUSG00000024397
ENSMUSG00000083651	ENSMUSG00000096753	ENSMUSG00000000673
ENSMUSG00000091942	ENSMUSG00000098180	ENSMUSG00000085586
ENSMUSG00000026173	ENSMUSG00000032254	ENSMUSG00000054459
ENSMUSG00000023307	ENSMUSG00000045179	ENSMUSG00000049908
ENSMUSG00000083332	ENSMUSG00000032113	ENSMUSG00000090080
ENSMUSG00000022487	ENSMUSG00000049504	ENSMUSG00000062296
ENSMUSG00000097814	ENSMUSG00000084966	ENSMUSG00000028071
ENSMUSG00000083252	ENSMUSG00000022536	ENSMUSG00000037086
ENSMUSG00000057219	ENSMUSG00000088334	ENSMUSG00000052117
ENSMUSG00000085829	ENSMUSG00000030316	ENSMUSG00000080115
ENSMUSG00000036257	ENSMUSG00000048897	ENSMUSG00000022860
ENSMUSG00000039321	ENSMUSG00000031383	ENSMUSG00000040253
ENSMUSG00000097920	ENSMUSG00000082154	ENSMUSG00000024747
ENSMUSG00000001542	ENSMUSG00000051255	ENSMUSG00000047197
ENSMUSG00000095821	ENSMUSG00000060098	ENSMUSG00000032246
ENSMUSG00000018846	ENSMUSG00000053656	ENSMUSG00000032323
ENSMUSG00000021497	ENSMUSG00000030177	ENSMUSG00000022129
ENSMUSG00000046031	ENSMUSG00000033256	ENSMUSG00000061723
ENSMUSG00000060904	ENSMUSG00000092281	ENSMUSG00000079419
ENSMUSG00000038987	ENSMUSG00000055968	ENSMUSG00000085022
ENSMUSG00000020461	ENSMUSG00000062014	ENSMUSG00000019178
ENSMUSG00000091888	ENSMUSG00000083640	ENSMUSG00000026676
ENSMUSG00000096292	ENSMUSG00000035769	ENSMUSG00000054589
ENSMUSG00000001288	ENSMUSG00000085594	ENSMUSG00000050321
ENSMUSG00000005251	ENSMUSG00000053178	ENSMUSG00000029055
ENSMUSG00000023068	ENSMUSG00000029144	ENSMUSG00000069830
ENSMUSG00000087444	ENSMUSG00000064558	ENSMUSG00000040452
ENSMUSG00000084569	ENSMUSG00000061894	ENSMUSG00000029193
ENSMUSG00000064857	ENSMUSG00000031478	ENSMUSG00000032719
ENSMUSG00000024206	ENSMUSG00000029414	ENSMUSG00000057457
ENSMUSG00000057654	ENSMUSG00000080999	ENSMUSG00000032174
ENSMUSG00000091323	ENSMUSG00000081672	ENSMUSG00000004730
ENSMUSG00000024400	ENSMUSG00000083339	ENSMUSG00000054146
ENSMUSG00000084850	ENSMUSG00000026035	ENSMUSG00000049988
ENSMUSG00000075600	ENSMUSG00000001642	ENSMUSG00000031289
ENSMUSG00000097129	ENSMUSG00000039804	ENSMUSG00000042476
ENSMUSG00000022507	ENSMUSG00000065036	ENSMUSG00000026928
ENSMUSG00000024293	ENSMUSG00000029283	ENSMUSG00000085996
ENSMUSG00000033450	ENSMUSG00000083658	ENSMUSG00000034467
ENSMUSG00000056211	ENSMUSG00000038827	ENSMUSG00000047822
ENSMUSG00000091993	ENSMUSG00000031578	ENSMUSG00000016349
ENSMUSG00000062822	ENSMUSG00000080440	ENSMUSG00000026639
ENSMUSG00000024927	ENSMUSG00000087565	ENSMUSG00000097580
ENSMUSG00000086151	ENSMUSG00000097533	ENSMUSG00000078945
ENSMUSG00000026991	ENSMUSG00000042993	ENSMUSG00000021702
ENSMUSG00000090682	ENSMUSG00000051278	ENSMUSG00000035373
ENSMUSG00000020889	ENSMUSG00000028175	ENSMUSG00000018459
ENSMUSG00000091854	ENSMUSG00000074184	ENSMUSG00000026527
ENSMUSG00000022614	ENSMUSG00000077274	ENSMUSG00000060224
ENSMUSG00000016664	ENSMUSG00000058503	ENSMUSG00000079015
ENSMUSG00000034239	ENSMUSG00000085510	ENSMUSG00000022519
ENSMUSG00000092097	ENSMUSG00000090963	ENSMUSG00000035431
ENSMUSG00000014905	ENSMUSG00000029276	ENSMUSG00000030247
ENSMUSG00000070031	ENSMUSG00000047347	ENSMUSG00000079057
ENSMUSG00000085796	ENSMUSG00000022672	ENSMUSG00000040125
ENSMUSG00000087219	ENSMUSG00000095278	ENSMUSG00000025333
ENSMUSG00000095280	ENSMUSG00000026468	ENSMUSG00000021619
ENSMUSG00000033055	ENSMUSG00000049246	ENSMUSG00000032271
ENSMUSG00000079605	ENSMUSG00000035898	ENSMUSG00000027377
ENSMUSG00000074783	ENSMUSG00000064738	ENSMUSG00000037318
ENSMUSG00000082749	ENSMUSG00000034317	ENSMUSG00000004473
ENSMUSG00000094651	ENSMUSG00000028018	ENSMUSG00000078591
ENSMUSG00000090788	ENSMUSG00000040720	ENSMUSG00000015083
ENSMUSG00000059970	ENSMUSG00000015880	ENSMUSG00000054966
ENSMUSG00000023909	ENSMUSG00000089798	ENSMUSG00000098128
ENSMUSG00000097523	ENSMUSG00000031562	ENSMUSG00000028004
ENSMUSG00000061520	ENSMUSG00000097672	ENSMUSG00000009350
ENSMUSG00000056342	ENSMUSG00000064692	ENSMUSG00000018589
ENSMUSG00000085143	ENSMUSG00000005481	ENSMUSG00000066797
ENSMUSG00000048175	ENSMUSG00000085861	ENSMUSG00000050232
ENSMUSG00000053253	ENSMUSG00000096279	ENSMUSG00000036800
ENSMUSG00000038696	ENSMUSG00000090364	ENSMUSG00000046245
ENSMUSG00000084120	ENSMUSG00000089824	ENSMUSG00000055333
ENSMUSG00000025782	ENSMUSG00000097797	ENSMUSG00000079428
ENSMUSG00000001750	ENSMUSG00000031510	ENSMUSG00000009378
ENSMUSG00000085431	ENSMUSG00000065840	ENSMUSG00000025877
ENSMUSG00000075610	ENSMUSG00000000409	ENSMUSG00000030209
ENSMUSG00000092597	ENSMUSG00000049882	ENSMUSG00000070469
ENSMUSG00000052298	ENSMUSG00000056763	ENSMUSG00000030630
ENSMUSG00000098219	ENSMUSG00000045877	ENSMUSG00000023885
ENSMUSG00000004070	ENSMUSG00000081568	ENSMUSG00000022032
ENSMUSG00000023984	ENSMUSG00000092730	ENSMUSG00000045648
ENSMUSG00000086591	ENSMUSG00000029056	ENSMUSG00000039533
ENSMUSG00000040997	ENSMUSG00000029814	ENSMUSG00000057378
ENSMUSG00000046415	ENSMUSG00000052217	ENSMUSG00000031492
ENSMUSG00000092604	ENSMUSG00000081255	ENSMUSG00000086605
ENSMUSG00000021962	ENSMUSG00000095440	ENSMUSG00000027556
ENSMUSG00000043522	ENSMUSG00000041949	ENSMUSG00000030745
ENSMUSG00000093791	ENSMUSG00000097999	ENSMUSG00000029659
ENSMUSG00000091605	ENSMUSG00000028040	ENSMUSG00000073058
ENSMUSG00000078091	ENSMUSG00000055313	ENSMUSG00000024479
ENSMUSG00000005683	ENSMUSG00000077564	ENSMUSG00000097860
ENSMUSG00000082448	ENSMUSG00000083362	ENSMUSG00000037922
ENSMUSG00000077442	ENSMUSG00000092416	ENSMUSG00000085360
ENSMUSG00000071235	ENSMUSG00000027770	ENSMUSG00000097286
ENSMUSG00000021068	ENSMUSG00000092617	ENSMUSG00000024776
ENSMUSG00000024958	ENSMUSG00000071662	ENSMUSG00000024084
ENSMUSG00000064105	ENSMUSG00000041215	ENSMUSG00000059481
ENSMUSG00000090186	ENSMUSG00000032939	ENSMUSG00000044086
ENSMUSG00000045216	ENSMUSG00000098091	ENSMUSG00000086514
ENSMUSG00000097755	ENSMUSG00000030471	ENSMUSG00000034115
ENSMUSG00000085486	ENSMUSG00000084897	ENSMUSG00000086694
ENSMUSG00000012114	ENSMUSG00000069011	ENSMUSG00000085574
ENSMUSG00000020690	ENSMUSG00000034031	ENSMUSG00000078815
ENSMUSG00000097448	ENSMUSG00000040495	ENSMUSG00000048621
ENSMUSG00000085834	ENSMUSG00000027006	ENSMUSG00000023959
ENSMUSG00000097283	ENSMUSG00000040860	ENSMUSG00000029368
ENSMUSG00000047383	ENSMUSG00000028777	ENSMUSG00000030107
ENSMUSG00000089976	ENSMUSG00000041506	ENSMUSG00000097869
ENSMUSG00000058537	ENSMUSG00000005667	ENSMUSG00000044583
ENSMUSG00000037089	ENSMUSG00000020888	ENSMUSG00000092364
ENSMUSG00000075511	ENSMUSG00000061393	ENSMUSG00000040613
ENSMUSG00000075046	ENSMUSG00000092381	ENSMUSG00000029082
ENSMUSG00000053436	ENSMUSG00000067224	ENSMUSG00000072663
ENSMUSG00000078619	ENSMUSG00000097226	ENSMUSG00000032134
ENSMUSG00000046006	ENSMUSG00000015749	ENSMUSG00000098158
ENSMUSG00000040828	ENSMUSG00000048562	ENSMUSG00000038642
ENSMUSG00000038013	ENSMUSG00000091995	ENSMUSG00000089797
ENSMUSG00000072613	ENSMUSG00000056531	ENSMUSG00000050931
ENSMUSG00000038121	ENSMUSG00000085463	ENSMUSG00000074206
ENSMUSG00000050211	ENSMUSG00000088148	ENSMUSG00000031662
ENSMUSG00000019802	ENSMUSG00000028676	ENSMUSG00000023070
ENSMUSG00000086919	ENSMUSG00000028645	ENSMUSG00000097487
ENSMUSG00000068114	ENSMUSG00000002846	ENSMUSG00000004651
ENSMUSG00000043859	ENSMUSG00000086117	ENSMUSG00000025963
ENSMUSG00000090033	ENSMUSG00000028820	ENSMUSG00000026471
ENSMUSG00000044636	ENSMUSG00000032586	ENSMUSG00000032207
ENSMUSG00000095743	ENSMUSG00000065952	ENSMUSG00000055976
ENSMUSG00000097411	ENSMUSG00000046750	ENSMUSG00000039809
ENSMUSG00000000732	ENSMUSG00000056872	ENSMUSG00000032013
ENSMUSG00000095265	ENSMUSG00000079654	ENSMUSG00000015950
ENSMUSG00000026849	ENSMUSG00000034573	ENSMUSG00000089959
ENSMUSG00000089630	ENSMUSG00000031756	ENSMUSG00000095663
ENSMUSG00000059498	ENSMUSG00000029415	ENSMUSG00000022132
ENSMUSG00000033159	ENSMUSG00000049971	ENSMUSG00000086801
ENSMUSG00000045176	ENSMUSG00000090389	ENSMUSG00000029380
ENSMUSG00000082530	ENSMUSG00000040250	ENSMUSG00000050711
ENSMUSG00000091698	ENSMUSG00000022858	ENSMUSG00000055003
ENSMUSG00000044515	ENSMUSG00000079109	ENSMUSG00000079592
ENSMUSG00000070388	ENSMUSG00000002477	ENSMUSG00000030666
ENSMUSG00000067545	ENSMUSG00000056797	ENSMUSG00000030154
ENSMUSG00000023905	ENSMUSG00000085153	ENSMUSG00000059430
ENSMUSG00000001036	ENSMUSG00000031665	ENSMUSG00000066170
ENSMUSG00000088112	ENSMUSG00000025783	ENSMUSG00000025389
ENSMUSG00000021738	ENSMUSG00000094578	ENSMUSG00000049404
ENSMUSG00000057858	ENSMUSG00000002825	ENSMUSG00000030579
ENSMUSG00000097965	ENSMUSG00000020069	ENSMUSG00000022215
ENSMUSG00000023572	ENSMUSG00000041264	ENSMUSG00000043301
ENSMUSG00000074895	ENSMUSG00000082458	ENSMUSG00000059631
ENSMUSG00000096276	ENSMUSG00000032400	ENSMUSG00000023341
ENSMUSG00000024072	ENSMUSG00000026098	ENSMUSG00000045733
ENSMUSG00000063881	ENSMUSG00000021176	ENSMUSG00000078234
ENSMUSG00000063714	ENSMUSG00000028750	ENSMUSG00000030235
ENSMUSG00000034382	ENSMUSG00000018974	ENSMUSG00000067028
ENSMUSG00000093601	ENSMUSG00000085633	ENSMUSG00000007877
ENSMUSG00000057778	ENSMUSG00000074340	ENSMUSG00000096582
ENSMUSG00000079002	ENSMUSG00000031904	ENSMUSG00000049176
ENSMUSG00000059554	ENSMUSG00000083199	ENSMUSG00000049115
ENSMUSG00000042554	ENSMUSG00000097503	ENSMUSG00000097697
ENSMUSG00000023026	ENSMUSG00000020018	ENSMUSG00000032591
ENSMUSG00000050996	ENSMUSG00000038644	ENSMUSG00000061039
ENSMUSG00000019826	ENSMUSG00000034820	ENSMUSG00000086825
ENSMUSG00000062727	ENSMUSG00000031629	ENSMUSG00000022371
ENSMUSG00000026592	ENSMUSG00000082461	ENSMUSG00000022324
ENSMUSG00000059301	ENSMUSG00000083642	ENSMUSG00000064115
ENSMUSG00000093805	ENSMUSG00000045591	ENSMUSG00000052142
ENSMUSG00000041164	ENSMUSG00000008604	ENSMUSG00000070644
ENSMUSG00000085530	ENSMUSG00000083565	ENSMUSG00000092201
ENSMUSG00000036923	ENSMUSG00000031669	ENSMUSG00000000560
ENSMUSG00000036106	ENSMUSG00000034653	ENSMUSG00000032033
ENSMUSG00000033319	ENSMUSG00000028233	ENSMUSG00000086644
ENSMUSG00000043945	ENSMUSG00000073716	ENSMUSG00000044574
ENSMUSG00000047804	ENSMUSG00000087299	ENSMUSG00000027886
ENSMUSG00000035949	ENSMUSG00000035310	ENSMUSG00000097015
ENSMUSG00000018238	ENSMUSG00000097623	ENSMUSG00000015401
ENSMUSG00000093537	ENSMUSG00000059150	ENSMUSG00000045165
ENSMUSG00000041062	ENSMUSG00000034023	ENSMUSG00000063297
ENSMUSG00000085434	ENSMUSG00000021136	ENSMUSG00000020620
ENSMUSG00000071350	ENSMUSG00000028044	ENSMUSG00000025468
ENSMUSG00000080800	ENSMUSG00000095377	ENSMUSG00000020486
ENSMUSG00000034601	ENSMUSG00000076437	ENSMUSG00000020614
ENSMUSG00000073409	ENSMUSG00000027176	ENSMUSG00000021478
ENSMUSG00000034709	ENSMUSG00000030606	ENSMUSG00000042485
ENSMUSG00000021234	ENSMUSG00000085290	ENSMUSG00000025058
ENSMUSG00000095035	ENSMUSG00000079602	ENSMUSG00000027359
ENSMUSG00000042032	ENSMUSG00000073867	ENSMUSG00000054588
ENSMUSG00000095170	ENSMUSG00000085015	ENSMUSG00000068122
ENSMUSG00000078653	ENSMUSG00000056851	ENSMUSG00000044471
ENSMUSG00000079179	ENSMUSG00000040231	ENSMUSG00000039934
ENSMUSG00000078537	ENSMUSG00000089670	ENSMUSG00000074272
ENSMUSG00000050846	ENSMUSG00000041789	ENSMUSG00000016150
ENSMUSG00000063548	ENSMUSG00000095531	ENSMUSG00000020102
ENSMUSG00000094463	ENSMUSG00000015937	ENSMUSG00000045613
ENSMUSG00000095846	ENSMUSG00000015112	ENSMUSG00000030996
ENSMUSG00000005417	ENSMUSG00000030859	ENSMUSG00000092399
ENSMUSG00000072595	ENSMUSG00000084203	ENSMUSG00000052143
ENSMUSG00000034473	ENSMUSG00000086559	ENSMUSG00000035576
ENSMUSG00000051606	ENSMUSG00000029910	ENSMUSG00000036256
ENSMUSG00000094128	ENSMUSG00000049672	ENSMUSG00000090340
ENSMUSG00000062421	ENSMUSG00000083585	ENSMUSG00000005107
ENSMUSG00000024575	ENSMUSG00000081749	ENSMUSG00000025498
ENSMUSG00000022299	ENSMUSG00000081884	ENSMUSG00000085129
ENSMUSG00000018412	ENSMUSG00000090188	ENSMUSG00000022766
ENSMUSG00000044061	ENSMUSG00000075054	ENSMUSG00000035184
ENSMUSG00000046062	ENSMUSG00000079906	ENSMUSG00000020907
ENSMUSG00000084310	ENSMUSG00000064925	ENSMUSG00000021213
ENSMUSG00000055170	ENSMUSG00000036961	ENSMUSG00000032011
ENSMUSG00000042708	ENSMUSG00000031549	ENSMUSG00000051617
ENSMUSG00000086800	ENSMUSG00000093858	ENSMUSG00000022342
ENSMUSG00000037523	ENSMUSG00000075268	ENSMUSG00000087389
ENSMUSG00000018554	ENSMUSG00000078768	ENSMUSG00000030909
ENSMUSG00000017291	ENSMUSG00000086641	ENSMUSG00000000682
ENSMUSG00000086935	ENSMUSG00000086166	ENSMUSG00000060284
ENSMUSG00000021400	ENSMUSG00000057465	ENSMUSG00000075307
ENSMUSG00000092602	ENSMUSG00000060566	ENSMUSG00000029096
ENSMUSG00000079271	ENSMUSG00000068580	ENSMUSG00000066366
ENSMUSG00000058251	ENSMUSG00000028347	ENSMUSG00000034855
ENSMUSG00000020447	ENSMUSG00000073676	ENSMUSG00000031872
ENSMUSG00000079049	ENSMUSG00000084269	ENSMUSG00000097894
ENSMUSG00000090246	ENSMUSG00000097368	ENSMUSG00000046093
ENSMUSG00000040782	ENSMUSG00000081358	ENSMUSG00000027544
ENSMUSG00000094635	ENSMUSG00000086838	ENSMUSG00000048834
ENSMUSG00000051853	ENSMUSG00000085606	ENSMUSG00000050541
ENSMUSG00000070336	ENSMUSG00000090553	ENSMUSG00000002944
ENSMUSG00000092290	ENSMUSG00000042380	ENSMUSG00000033061
ENSMUSG00000094436	ENSMUSG00000003436	ENSMUSG00000078486
ENSMUSG00000091116	ENSMUSG00000033847	ENSMUSG00000068758
ENSMUSG00000000346	ENSMUSG00000092819	ENSMUSG00000050505
ENSMUSG00000094804	ENSMUSG00000052396	ENSMUSG00000047686
ENSMUSG00000020878	ENSMUSG00000095478	ENSMUSG00000079293
ENSMUSG00000024154	ENSMUSG00000074643	ENSMUSG00000039457
ENSMUSG00000098010	ENSMUSG00000038374	ENSMUSG00000021186
ENSMUSG00000092111	ENSMUSG00000078521	ENSMUSG00000067279
ENSMUSG00000048756	ENSMUSG00000056394	ENSMUSG00000046618
ENSMUSG00000073741	ENSMUSG00000089103	ENSMUSG00000024621
ENSMUSG00000098176	ENSMUSG00000091289	ENSMUSG00000037973
ENSMUSG00000024856	ENSMUSG00000089542	ENSMUSG00000070942
ENSMUSG00000047123	ENSMUSG00000068917	ENSMUSG00000027800
ENSMUSG00000058298	ENSMUSG00000093239	ENSMUSG00000086596
ENSMUSG00000089700	ENSMUSG00000030512	ENSMUSG00000030830
ENSMUSG00000096111	ENSMUSG00000086779	ENSMUSG00000025085
ENSMUSG00000090103	ENSMUSG00000065061	ENSMUSG00000019146
